article_id,title,journal,pub_year,times_cited,doi,study_type_2,fieldstudy_country,affiliation,affiliation_country
1387,Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,2009,47,10.1007/s00338-008-0451-y,Field-based,Papua New Guinea,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,Belize,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,Guatemala,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,Honduras,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,Mexico,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,Bahamas,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,Brazil,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,Mexico,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,Panama,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,Sao Tome and Principe,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States
1390,Endemism and dispersal: comparative phylogeography of three surgeonfishes across the Hawaiian Archipelago,MARINE BIOLOGY,2009,41,10.1007/s00227-008-1119-4,Field-based,United States,"Hawaii Inst Marine Biol, Kaneohe",United States
1391,Dynamics of parrotfish grazing scars,MARINE BIOLOGY,2009,29,10.1007/s00227-009-1129-x,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1392,Macroalgae Has No Effect on the Severity and Dynamics of Caribbean Yellow Band Disease,PLOS ONE,2009,11,10.1371/journal.pone.0004514,Field-based,Puerto Rico,"Univ N Carolina, Dept Marine Sci, Chapel Hill",United States
1394,The influence of oceanographic fronts and early-life-history traits on connectivity among littoral fish species,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,174,10.1073/pnas.0806804106,Field-based,Spain,"Univ Hull, Dept Biol Sci, Kingston Upon Hull HU6 7RX, N Humberside",United Kingdom
1395,Life style and genetic variation in teleosts: the case of pelagic (Aphia minuta) and benthic (Gobius niger) gobies (Perciformes: Gobiidae),MARINE BIOLOGY,2009,8,10.1007/s00227-008-1078-9,Field-based,Spain,"Univ Politecn Marche, Ist Biol & Genet, I-60131 Ancona",Italy
1396,"Larval supply and juvenile recruitment of coral reef fishes to marine reserves and non-reserves of the upper Florida Keys, USA",MARINE BIOLOGY,2009,19,10.1007/s00227-008-1082-0,Field-based,United States,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States
1397,"Trophic ecology of coral reef gobies: interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity",MARINE BIOLOGY,2009,17,10.1007/s00227-008-1085-x,Field-based,Australia,"Univ Otago, Dept Marine Sci, Dunedin",New Zealand
1398,Population connectivity in the temperate damselfish Parma microlepis: analyses of genetic structure across multiple spatial scales,MARINE BIOLOGY,2009,12,10.1007/s00227-008-1090-0,Field-based,Australia,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1399,"Seasonality, lunar periodicity of settlement and microhabitat association of juvenile humpback red snapper Lutjanus gibbus (Lutjanidae) in an Okinawan coral reef",MARINE BIOLOGY,2009,8,10.1007/s00227-008-1093-x,Field-based,Japan,"Fisheries Res Agcy, Seikai Natl Fisheries Res Inst, Ishigaki Trop Stn, Okinawa 9070451, Seikai Natl Fisheries Res Inst, Ishigaki Trop Stn, Fisheries Res Agcy, Fukai Ota 148 446, Okinawa 9070451",Japan
1400,Coral reef fish smell leaves to find island homes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2008,92,10.1098/rspb.2008.0876,Field-based,Papua New Guinea,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1401,"Potential reversal of a phase shift: the rapid decrease in the cover of the invasive green macroalga Dictyosphaeria cavernosa Forsskal on coral reefs in Kane 'ohe Bay, Oahu, Hawai'i",CORAL REEFS,2008,12,10.1007/s00338-008-0409-0,Field-based,United States,"Univ Hawaii, Dept Zool, Honolulu",United States
1407,"Changes in coral reef communities among the Florida Keys, 1996-2003",CORAL REEFS,2008,39,10.1007/s00338-008-0390-7,Field-based,United States,"Plymouth Marine Lab, Plymouth PL1 3DH, Devon",United Kingdom
1408,The non-linear relationship between body size and function in parrotfishes,CORAL REEFS,2008,79,10.1007/s00338-008-0394-3,Field-based,"Tanzania, United Republic Of","Stockholm Univ, Dept Syst Ecol, S-10691 Stockholm, Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm",Sweden
1409,The role of topography in promoting fractal patchiness in a carbonate shelf landscape,CORAL REEFS,2008,21,10.1007/s00338-008-0404-5,Field-based,Puerto Rico,"Nova SE Univ, Oceanog Ctr, Natl Coral Reef Inst, Dania",United States
1412,Fishery decline in Utila: Disentangling the web of governance,MARINE POLICY,2008,7,10.1016/j.marpol.2008.02.009,Field-based,Honduras,"Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear",United Kingdom
1413,Herbivore species richness and feeding complementarity affect community structure and function on a coral reef,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,214,10.1073/pnas.0801946105,Field-based,United States,"Georgia Inst Technol, Sch Biol, Atlanta",United States
1418,Habitat associations of juvenile versus adult butterflyfishes,CORAL REEFS,2008,51,10.1007/s00338-008-0357-8,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
1418,Habitat associations of juvenile versus adult butterflyfishes,CORAL REEFS,2008,51,10.1007/s00338-008-0357-8,Field-based,Papua New Guinea,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
1419,Prevalence of virus-like particles within a staghorn scleractinian coral (Acropora muricata) from the Great Barrier Reef,CORAL REEFS,2008,41,10.1007/s00338-008-0356-9,Field-based,Australia,"Flinders Univ S Australia, Sch Biol Sci, Adelaide, SA 5001, So Cross Univ, Sch Environm Sci & Management, Coral Reef Res Ctr, Lismore, NSW 2480",Australia
1420,Relationships between butterflyfish (Chaetodontidae) feeding rates and coral consumption on the Great Barrier Reef,CORAL REEFS,2008,23,10.1007/s00338-008-0366-7,Field-based,Australia,"Univ Technol Sydney, Inst Water & Environm Resource Management, Dept Environm Sci, Broadway, NSW 2007",Australia
1421,Remote video bioassays reveal the potential feeding impact of the rabbitfish Siganus canaliculatus (f : Siganidae) on an inner-shelf reef of the Great Barrier Reef,CORAL REEFS,2008,64,10.1007/s00338-008-0359-6,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1422,"Bioerosion caused by foraging of the tropical chiton Acanthopleura gemmata at One Tree Reef, southern Great Barrier Reef",CORAL REEFS,2008,15,10.1007/s00338-008-0369-4,Field-based,Australia,"Univ Sydney, Bosch Inst, Sydney, NSW 2006",Australia
1426,Phase Shift from a Coral to a Corallimorph-Dominated Reef Associated with a Shipwreck on Palmyra Atoll,PLOS ONE,2008,40,10.1371/journal.pone.0002989,Field-based,United States,"US Geol Survey, Natl Wildlife Hlth Ctr, Honolulu Field Stn, Honolulu",United States
1427,Redwood of the reef: growth and age of the giant barrel sponge Xestospongia muta in the Florida Keys,MARINE BIOLOGY,2008,71,10.1007/s00227-008-1014-z,Field-based,United States,"Univ N Carolina, Dept Biol & Marine Biol, Ctr Marine Sci, Wilmington",United States
1428,Major bleaching events can lead to increased thermal tolerance in corals,MARINE BIOLOGY,2008,93,10.1007/s00227-008-1015-y,Field-based,Australia,"Great Barrier Reef Marine Pk Author, Townsville, Qld 4810, Univ Melbourne, Australian Ctr Excellence Risk Anal, Sch Bot, Melbourne, Vic 3010",Australia
1429,Bleaching susceptibility and mortality of corals are determined by fine-scale differences in symbiont type,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,189,10.1073/pnas.0708049105,Field-based,Australia,"Univ Queensland, Ctr Marine Studies, St Lucia, Qld 4072",Australia
1430,Poorly cemented coral reefs of the eastern tropical Pacific: Possible insights into reef development in a high-CO2 world,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,188,10.1073/pnas.0712167105,Field-based,Costa Rica,"Univ Miami, Cooperat Inst Marine & Atmospher Studies, Miami, Univ Miami, Rosenstiel Sch Marine Biol & Fisheries, Miami",United States
1430,Poorly cemented coral reefs of the eastern tropical Pacific: Possible insights into reef development in a high-CO2 world,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,188,10.1073/pnas.0712167105,Field-based,Ecuador,"Univ Miami, Cooperat Inst Marine & Atmospher Studies, Miami, Univ Miami, Rosenstiel Sch Marine Biol & Fisheries, Miami",United States
1431,Mangroves in the Gulf of California increase fishery yields,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,176,10.1073/pnas.0804601105,Field-based,Mexico,"Univ Autonoma Baja California Sur, Dept Marine Biol, Baja California 23081, CP, Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla","Mexico, United States"
1436,Coexistence of congeneric spiny lobsters on coral reefs: differences in conspecific aggregation patterns and their potential antipredator benefits,CORAL REEFS,2008,17,10.1007/s00338-007-0322-y,Field-based,Mexico,"Univ Nacl Autonoma Mexico, Unidad Acad Puerto Morelos, Inst Ciencias Mar & Limnol, Cancun 77500, QR",Mexico
1437,The effects of minimum map unit in coral reefs maps generated from high resolution side scan sonar mosaics,CORAL REEFS,2008,12,10.1007/s00338-007-0328-5,Field-based,Puerto Rico,"Univ Puerto Rico, Dept Marine Sci, Lajas",United States
1438,Long-term dynamics of the brown macroalga Lobophora variegata on deep reefs in Curacao,CORAL REEFS,2008,25,10.1007/s00338-007-0346-3,Field-based,Curacao,"Royal Netherlands Inst Sea Res, NL-1790 AB Den Burg",Netherlands
1440,Biogeochemistry of inter-reef sediments on the northern and central Great Barrier Reef,CORAL REEFS,2008,11,10.1007/s00338-007-0347-2,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810",Australia
1441,"Characterization and management of the commercial sector of the Pohnpei coral reef fishery, Micronesia",CORAL REEFS,2008,39,10.1007/s00338-007-0331-x,Field-based,"Micronesia, Federated States of","Univ Hawaii, Coll Agr Forestry & Nat Resource Management, Hilo",United States
1445,"Phase-shift in coral reef communities in the Florida Keys National Marine Sanctuary (FKNMS), USA",MARINE BIOLOGY,2008,49,10.1007/s00227-008-0977-0,Field-based,United States,"Florida Inst Technol, Dept Biol Sci, Melbourne",United States
1448,Female-mediated causes and consequences of status change in a social fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2008,39,10.1098/rspb.2007.1449,Field-based,Zambia,"McMaster Univ, Dept Psychol Neurosci & Behav, Dept Biol, Hamilton, ON L8S 4K1",Canada
1451,Direct versus indirect methods of quantifying herbivore grazing impact on a coral reef,MARINE BIOLOGY,2008,22,10.1007/s00227-008-0927-x,Field-based,Australia,"James Cook Univ N Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
1453,"Ecological and genetic data indicate recovery of the endangered coral Acropora palmata in Los Roques, Southern Caribbean",CORAL REEFS,2008,20,10.1007/s00338-007-0291-1,Field-based,Venezuela (Bolivarian Republic of),"Univ Simon Bolivar, Depto Biol Organ, Caracas 1080A",Venezuela
1454,"Responses of algal communities to gradients in herbivore biomass and water quality in Marovo Lagoon, Solomon Islands",CORAL REEFS,2008,15,10.1007/s00338-007-0292-0,Field-based,Solomon Islands,"Univ Queensland, Brisbane, Qld 4072, Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072",Australia
1455,A quantitative comparison of recreational spearfishing and linefishing on the Great Barrier Reef: implications for management of multi-sector coral reef fisheries,CORAL REEFS,2008,20,10.1007/s00338-007-0293-z,Field-based,Australia,"James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
1456,Nocturnal relocation of adult and juvenile coral reef fishes in response to reef noise,CORAL REEFS,2008,32,10.1007/s00338-007-0294-y,Field-based,Australia,"Univ Edinburgh, Sch Biol Sci, Edinburgh EH9 3JT, Midlothian",United Kingdom
1457,Predation risk assessment by olfactory and visual cues in a coral reef fish,CORAL REEFS,2008,46,10.1007/s00338-007-0296-9,Field-based,Australia,"James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ N Queensland, Sch Marine Sci & Trop Biol, Townsville, Qld 4811",Australia
1459,Predictability of reef fish diversity and abundance using remote sensing data in Diego Garcia (Chagos Archipelago),CORAL REEFS,2008,55,10.1007/s00338-007-0306-y,Field-based,British Indian Ocean Territory,"Nova SE Univ, Natl Coral Reef Inst, Oceanog Ctr, Dania",United States
1460,Size and spatial arrangement of home range of checkered snapper Lutjanus decussatus (Lutjanidae) in an Okinawan coral reef determined using a portable GPS receiver,MARINE BIOLOGY,2008,20,10.1007/s00227-007-0882-y,Field-based,Japan,"Fisheries Res Agcy, Seikai Natl Fisheries Res Inst, Ishigaki Trop Stn, Okinawa 9070451",Japan
1463,Postsettlement survival linked to larval life in a marine fish,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,92,10.1073/pnas.0707676105,Field-based,United States Virgin Islands,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara",United States
1468,A geochemical model for coral reef formation,CORAL REEFS,2007,15,10.1007/s00338-007-0262-6,Field-based,Japan,"Tohoku Univ, Grad Sch Sci, Inst Geol & Palaeontol, Sendai, Miyagi 9808578",Japan
1471,"Bathymetry, water optical properties, and benthic classification of coral reefs using hyperspectral remote sensing imagery",CORAL REEFS,2007,72,10.1007/s00338-007-0271-5,Field-based,Bahamas,"Univ New Hampshire, Ctr Marine Biol, Dept Zool, Durham",United States
1473,Spatial predictability of juvenile fish species richness and abundance in a coral reef environment,CORAL REEFS,2007,31,10.1007/s00338-007-0281-3,Field-based,New Caledonia,"Inst Rech Pour Dev, Noumea 98848",New Caledonia
1479,Declining reliance on marine resources in remote South Pacific societies: ecological versus socio-economic drivers,CORAL REEFS,2007,64,10.1007/s00338-007-0238-6,Field-based,Fiji,"Univ Newcastle Upon Tyne, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear",United Kingdom
1485,A protective function for aggressive mimicry?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,13,10.1098/rspb.2007.0797,Field-based,Guam,"School of Integrative Biology, The University of Queensland, Brisbane, Queensland 4072, Australia",Canada
1486,Protection from fishing alters the species composition of fish assemblages in a temperate-tropical transition zone,MARINE BIOLOGY,2007,64,10.1007/s00227-007-0767-0,Field-based,Australia,"CRC for Coastal Zone, Estuary and Waterway Management, School of Plant BiologyThe University of Western AustraliaPerthAustralia",Australia
1487,Aggressive mimics profit from a model-signal receiver mutualism,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,6,10.1098/rspb.2007.0543,Field-based,Australia,"Univ Queensland, Sch Integrat Biol, Brisbane, Qld 4072, Australia",Australia
1488,"Phenotypic plasticity for skeletal growth, density and calcification of Porites lobata in response to habitat type",CORAL REEFS,2007,48,10.1007/s00338-007-0216-z,Field-based,American Samoa,"Univ Hawaii Manoa, Dept Zool, USGS, Hawaii Cooperat Fishery Res Unit, Honolulu, HI 96822 USA",United States
1489,Field verification of the use of chemical alarm cues in a coral reef fish,CORAL REEFS,2007,15,10.1007/s00338-007-0221-2,Field-based,Australia,"James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia",Australia
1491,Evolution of mating systems in coral reef gobies and constraints on mating system plasticity,CORAL REEFS,2007,21,10.1007/s00338-007-0222-1,Field-based,Australia,"Univ Otago, Dept Marine Sci, Dunedin, New Zealand",New Zealand
1492,Influence of depth on sex-specific energy allocation patterns in a tropical reef fish,CORAL REEFS,2007,19,10.1007/s00338-007-0246-6,Field-based,Papua New Guinea,"James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",Australia
1494,Phase shifts and the role of herbivory in the resilience of coral reefs,CORAL REEFS,2007,109,10.1007/s00338-007-0230-1,Field-based,Seychelles,"Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",United Kingdom
1495,"Vertical zonation of megabenthic taxa on a deep photosynthetic reef (50-140 m) in the Au'au Channel, Hawaii",CORAL REEFS,2007,62,10.1007/s00338-007-0253-7,Field-based,United States,"Univ Hawaii, Dept Oceanog, Honolulu, HI 96822 USA",United States
1496,"Substratum preferences in planula larvae of two species of scleractinian corals, Goniastrea retiformis and Stylaraea punctata",MARINE BIOLOGY,2007,38,10.1007/s00227-007-0717-x,Field-based,Guam,"Palau Int Coral Reef Ctr, Koror 96940, PW, Palau",Palau
1497,"The ecology of Indo-Pacific grouper (Serranidae) species and the effects of a small scale no take area on grouper assemblage, abundance and size frequency distribution",MARINE BIOLOGY,2007,26,10.1007/s00227-007-0675-3,Field-based,Indonesia,"Univ Essex, Dept Biol Sci, Coral Reef Res Unit, Colchester CO4 3SQ, Essex, England",United Kingdom
1498,"Diel cycles of activity, metabolism, and ammonium concentration in tropical holothurians",MARINE BIOLOGY,2007,6,10.1007/s00227-007-0683-3,Field-based,Philippines,"Walla Walla Univ, Dept Biol, Walla Walla, WA 99324 USA",United States
1500,Hurricanes benefit bleached corals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,64,10.1073/pnas.0701194104,Field-based,United States,"NOAA, Atlantic Oceanog & Meteorol Lab, Miami, FL 33149 USA, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA",United States
1500,Hurricanes benefit bleached corals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,64,10.1073/pnas.0701194104,Field-based,United States Virgin Islands,"NOAA, Atlantic Oceanog & Meteorol Lab, Miami, FL 33149 USA, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA",United States
1501,Survival against the odds: ontogenetic changes in selective pressure mediate growth-mortality trade-offs in a marine fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,89,10.1098/rspb.2007.0242,Field-based,Australia,"James Cook Univ N Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",Australia
1502,"Seasonal, diel, and tidal movements of green jobfish (Aprion virescens, Lutjanidae) at remote Hawaiian atolls: implications for marine protected area design",MARINE BIOLOGY,2007,50,10.1007/s00227-007-0647-7,Field-based,United States,"Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA",United States
1507,"A preliminary market-based analysis of the Pohnpei, Micronesia, grouper (Serranidae : Epinephelinae) fishery reveals unsustainable fishing practices",CORAL REEFS,2007,42,10.1007/s00338-007-0202-5,Field-based,"Micronesia, Federated States of","Univ Hawaii, Coll Agr Forestry & Nat Resource Management, Hilo, HI 96720 USA",United States
1508,"Benthic diatom community composition in three regions of the Great Barrier Reef, Australia",CORAL REEFS,2007,15,10.1007/s00338-007-0204-3,Field-based,Australia,"Univ Rostock, Dept Bot, Inst Biodivers Res, D-18051 Rostock, Germany",Germany
1509,Coexistence of congeneric spiny lobsters on coral reefs: differential use of shelter resources and vulnerability to predators,CORAL REEFS,2007,16,10.1007/s00338-007-0207-0,Field-based,Mexico,"Univ Nacl Autonoma Mexico, Unidad Acad Puerto Morelos, Inst Ciencias Mar & Limnol, Cancun 77500, Mexico",Mexico
1510,Effects of water velocity on picoplankton uptake by coral reef communities,CORAL REEFS,2007,15,10.1007/s00338-007-0211-4,Field-based,United States,"Univ Hawaii, Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA, CSIC, CMIMA, Inst Ciencias Mar, E-08003 Barcelona, Spain","United States, Spain"
1512,Direct evaluation of macroalgal removal by herbivorous coral reef fishes,CORAL REEFS,2007,59,10.1007/s00338-007-0214-1,Field-based,Australia,"James Cook Univ N Queensland, Sch Marine & Trop Biol, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",Australia
1513,Coral mortality following extreme low tides and high solar radiation,MARINE BIOLOGY,2007,42,10.1007/s00227-006-0573-0,Field-based,Australia,"Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia, James Cook Univ N Queensland, Sch Marine Biol Aquaculture, Townsville, Qld 4811, Australia",Australia
1514,Direct versus indirect effects of wave exposure as a structuring force on temperate cryptobenthic fish assemblages,MARINE BIOLOGY,2007,20,10.1007/s00227-006-0586-8,Field-based,Italy,"ipartimento Biol Evoluz & Sperimentale, I-40126 Bologna, Italy; Univ Bologna, Ctr Interdipartimentale Ricerca Sci Ambientali Ra, I-48100 Ravenna, Italy, Univ Bologna, Ctr Interdipartimentale Ricerca Sci Ambientali Ra, I-48100 Ravenna, Italy",Italy
1515,"Spawning patterns in the leopard grouper, Mycteroperca rosacea, in comparison with other aggregating groupers",MARINE BIOLOGY,2007,50,10.1007/s00227-007-0623-2,Field-based,Mexico,"Univ Calif San Diego, Scripps Inst Oceanog, Marine Biol Res Div, La Jolla, CA 92038 USA",United States
1516,Colour pattern as a single trait driving speciation in Hypoplectrus coral reef fishes?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,88,10.1098/rspb.2006.0435,Field-based,Barbados,"Smithsonian Trop Res Inst, Balboa, Panama, McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada","Panama, Canada"
1516,Colour pattern as a single trait driving speciation in Hypoplectrus coral reef fishes?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,88,10.1098/rspb.2006.0435,Field-based,Belize,"Smithsonian Trop Res Inst, Balboa, Panama, McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada","Panama, Canada"
1516,Colour pattern as a single trait driving speciation in Hypoplectrus coral reef fishes?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,88,10.1098/rspb.2006.0435,Field-based,Panama,"Smithsonian Trop Res Inst, Balboa, Panama, McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada","Panama, Canada"
1517,Trophic cascade facilitates coral recruitment in a marine reserve,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,215,10.1073/pnas.0702602104,Field-based,Bahamas,"Univ Exeter, Sch Biosci, Marine Spatial Ecol Lab, Exeter EX4 4PS, Devon, England",United Kingdom
1520,Vertical structure of very nearshore larval fish assemblages in a temperate rocky coast,MARINE BIOLOGY,2007,13,10.1007/s00227-006-0574-z,Field-based,Portugal,"Inst Super Psicol Aplicada, Ecoethol Res Unit, P-1149014 Lisbon, Portugal",Portugal
1521,The threat of punishment enforces peaceful cooperation and stabilizes queues in a coral-reef fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,87,10.1098/rspb.2006.0284,Field-based,Australia,"James Cook Univ N Queensland, ARC, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia, James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, ARC, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; CSIC, Integrat Ecol Grp, Estac Biol Donana, Seville 41013, Spain",Australia
1522,Impacts of the live reef fish trade on populations of coral reef fish off northern Borneo,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,22,10.1098/rspb.2006.0280,Field-based,Indonesia,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England",United Kingdom
1523,Mass transfer limitation of photosynthesis of coral reef algal turfs,MARINE BIOLOGY,2007,39,10.1007/s00227-006-0465-3,Field-based,United States,"Calif State Univ Northridge, Dept Biol, Northridge, CA 91330 USA",United States
1525,Anguilliform fishes and sea kraits: neglected predators in coral-reef ecosystems,MARINE BIOLOGY,2007,38,10.1007/s00227-006-0527-6,Field-based,New Caledonia,"Museum Natl Hist Nat, USM 602, Dept Systemat & Evolut, F-75231 Paris, France",France
1526,"Hydrodynamic characteristics of a fringing coral reef on the east coast of Ishigaki Island, southwest Japan",CORAL REEFS,2007,24,10.1007/s00338-006-0164-z,Field-based,Japan,"Japan Agcy Marine Earth Sci & Technol, Climate Variat Res Program, Frontier Res Ctr Global Change, Yokohama, Kanagawa 2360001, Japan",Japan
